Freelancer_ID;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend;PC1;PC2
927;Customer Support;PeoplePerHour;Expert;USA;Mobile Banking;247;8957;59.27;63.43;4;36;Hourly;58.39;117;0.3682469971188107;0.46698512729263336
928;Content Writing;Upwork;Beginner;Europe;Crypto;100;292;5.73;77.08;3.41;10;Fixed;21.73;320;-0.479764336;-1.576748771
929;Web Development;Toptal;Expert;UK;Mobile Banking;201;6560;67.03;81.67;4.18;6;Fixed;31.72;130;-0.293088664;0.513839202
930;Web Development;Toptal;Expert;Asia;Crypto;18;3965;67.67;62.89;3.37;7;Hourly;45.23;298;1.2875917656019373;-0.991032797
931;Digital Marketing;Upwork;Beginner;Asia;PayPal;124;9765;66.99;56.97;3.66;31;Fixed;65.75;305;1.4504583671726594;0.5187580767829935
932;Web Development;Upwork;Beginner;UK;Bank Transfer;273;887;20.53;91.75;4.71;72;Fixed;61.76;198;-0.920682149;-0.439514892
933;Content Writing;Freelancer;Beginner;Canada;PayPal;175;3373;29.29;99.22;3.41;3;Hourly;55.19;392;0.577642107;-0.334007279
934;Content Writing;Toptal;Beginner;Europe;Bank Transfer;76;3003;28.5;76.28;3.14;47;Hourly;20.9;35;-1.356521124;-1.860292324
935;Content Writing;PeoplePerHour;Beginner;Europe;Mobile Banking;183;9587;96.21;58.58;3.14;85;Fixed;48.29;278;1.1252383042578333;0.9604710662502717
936;Graphic Design;Fiverr;Intermediate;Europe;Bank Transfer;174;1482;11.42;63.62;4.88;1;Fixed;16.12;215;-1.104571202;-0.571940181
937;Content Writing;Freelancer;Beginner;Middle East;Crypto;163;6904;45.73;50.92;4.01;45;Fixed;36.42;73;-0.415545073;-0.40272126
938;Content Writing;Toptal;Intermediate;Europe;Crypto;158;7705;87.77;95.71;3.82;54;Hourly;38.95;305;0.04548827;1.3854438203348143
939;Graphic Design;Upwork;Expert;Europe;PayPal;86;8481;78.1;55.89;4.62;50;Hourly;12.79;54;-1.142834588;0.6762278272255455
940;SEO;Toptal;Beginner;UK;Bank Transfer;61;8380;83.13;78.83;4.67;79;Fixed;29.18;495;-0.143459019;2.2587658542926152
941;Customer Support;PeoplePerHour;Beginner;USA;Mobile Banking;11;8661;97.37;63.7;3.66;7;Fixed;76.9;380;2.538928247524294;0.3576071973876554
942;Data Entry;Freelancer;Beginner;USA;Mobile Banking;116;353;41.79;77.71;4.39;63;Fixed;76.75;11;-0.300771144;-2.053863451
943;Web Development;Upwork;Expert;Canada;Crypto;52;2212;34.42;82.57;4.54;15;Hourly;34.66;82;-1.182269796;-1.199387681
944;Content Writing;PeoplePerHour;Intermediate;UK;Mobile Banking;84;6536;7.91;91.49;4.31;89;Hourly;13.02;31;-3.417187925;-0.228312757
945;Web Development;Fiverr;Intermediate;Europe;Crypto;37;4152;19.25;60.32;3.3;67;Fixed;22.54;407;-0.375563988;-0.700441791
946;Digital Marketing;Freelancer;Beginner;USA;Crypto;119;6924;58.39;50.55;4.75;30;Fixed;37.46;85;-0.354759296;0.023964793881595545
947;Web Development;PeoplePerHour;Beginner;Australia;Crypto;7;1218;19.98;56.84;4.08;78;Fixed;76.34;450;0.9201575799370021;-1.448867224
948;App Development;PeoplePerHour;Beginner;Australia;PayPal;8;465;74.95;95;3.56;68;Fixed;19.88;231;-0.766128342;-0.927182027
949;SEO;Upwork;Beginner;Australia;PayPal;264;5293;8.54;93.69;3.85;36;Hourly;63.45;410;0.074643364;0.3967520789037328
950;Customer Support;Fiverr;Expert;Europe;Crypto;46;199;29.65;79.87;3.08;67;Fixed;17.61;444;-0.358153889;-1.093808084
951;Graphic Design;PeoplePerHour;Beginner;Europe;Crypto;13;6574;71.07;80.03;3.26;5;Fixed;78.69;274;1.7423679236970717;-0.774339814
952;Web Development;Freelancer;Expert;Canada;Crypto;149;5949;29.27;83.25;4.53;25;Hourly;36.71;200;-1.039188609;0.250264984
953;Web Development;PeoplePerHour;Beginner;Asia;Mobile Banking;101;888;74.23;58.77;3;11;Fixed;64.27;50;1.6219795977867364;-2.582535386
954;Web Development;Toptal;Intermediate;Canada;Crypto;280;6194;99.61;95.72;3.83;72;Fixed;33.98;319;0.1735106052645559;1.7816838504201191
955;Data Entry;Freelancer;Intermediate;Canada;Crypto;146;9938;80.72;70.94;4.05;66;Fixed;53.94;255;0.38036154330982563;1.2557932408072936
956;Data Entry;Freelancer;Beginner;Middle East;Bank Transfer;282;9663;37.47;69.16;3.11;28;Fixed;23.44;240;-0.213060336;0.8285138679230641
957;Digital Marketing;PeoplePerHour;Beginner;Australia;Bank Transfer;31;7516;90.56;75.95;4.95;60;Fixed;20.22;204;-0.992629531;1.2951208180741112
958;Graphic Design;Upwork;Expert;Europe;Bank Transfer;47;1370;9.86;52.35;3.45;10;Fixed;75.66;385;1.6694265653679838;-2.205805451
959;Web Development;Freelancer;Beginner;Australia;Bank Transfer;135;1573;73.88;58.31;3.61;50;Hourly;74.24;419;2.3244889276809606;-0.765222557
960;Web Development;Toptal;Beginner;Canada;Crypto;220;5284;7.22;86.9;3.61;39;Fixed;72.12;476;0.6670190799655854;0.11711208835431937
961;Web Development;Upwork;Beginner;Europe;Bank Transfer;98;6194;21.58;54.14;3.46;37;Hourly;53.78;383;0.7891330510463281;-0.546081173
962;Web Development;Upwork;Intermediate;UK;Mobile Banking;12;602;98.82;80.16;3;63;Hourly;66.58;394;2.0472742783899265;-1.191329257
963;Data Entry;Upwork;Expert;USA;Mobile Banking;90;3806;39.28;62.27;4.46;61;Hourly;14.83;481;-0.449459586;0.6857954469328439
964;SEO;Freelancer;Intermediate;USA;Bank Transfer;142;3721;82.95;69.46;4.93;85;Hourly;33.44;195;-0.608804482;0.5935843387068527
965;SEO;Upwork;Expert;Canada;PayPal;250;531;40.73;64.43;3.45;38;Fixed;31.96;451;0.9350381505072204;-0.378627785
966;Digital Marketing;PeoplePerHour;Intermediate;Asia;Mobile Banking;25;649;84.8;67.78;4.33;33;Fixed;54.5;243;1.0066369981401533;-1.048416226
967;App Development;Upwork;Beginner;Australia;Mobile Banking;269;7727;96.72;85.95;4.48;75;Fixed;34.92;319;-0.048123634;2.306960098644985
968;Content Writing;Toptal;Intermediate;UK;Bank Transfer;152;9406;46.38;64.86;4.7;45;Fixed;20.4;0;-1.813156291;0.633038602
969;Graphic Design;Fiverr;Intermediate;Europe;Bank Transfer;188;9245;58.14;78.32;3.85;44;Hourly;51.75;88;-0.344073617;0.4036243959064933
970;SEO;Toptal;Expert;Asia;Crypto;231;2032;64.72;73.8;3.61;1;Hourly;67.01;281;1.8053584698178728;-0.735061712
971;App Development;Freelancer;Expert;Australia;Mobile Banking;296;1684;93.81;83.18;3.65;53;Hourly;36.75;138;0.3853445093373484;-0.102539927
972;Customer Support;Upwork;Intermediate;Canada;Bank Transfer;40;7880;29.39;96.84;4.43;47;Fixed;19.26;86;-2.549059759;0.26853784926939583
973;Customer Support;Upwork;Expert;Australia;Bank Transfer;250;3047;63.07;86.63;4.63;33;Hourly;23.77;1;-1.354065176;-0.011682037
974;Web Development;PeoplePerHour;Expert;Canada;Crypto;77;736;35.85;60.75;3.36;67;Fixed;26.62;466;0.3679996078434702;-0.904990525
975;Customer Support;Upwork;Expert;Middle East;Mobile Banking;154;5579;25.61;51.56;3.74;15;Hourly;30.99;348;0.3889227741313761;-0.190985874
976;SEO;Toptal;Expert;USA;Bank Transfer;5;1809;13.07;63.11;4.8;14;Fixed;55;167;-0.462647479;-1.723346035
977;Digital Marketing;Freelancer;Expert;Asia;Crypto;73;7073;63.97;79.75;4.61;23;Hourly;52.07;118;-0.334495114;0.1406020444508382
978;Content Writing;Fiverr;Intermediate;USA;Bank Transfer;297;6258;88.8;52.57;4.97;54;Hourly;58.73;499;1.8347605413615953;2.1590279649720654
979;SEO;Upwork;Expert;Australia;PayPal;234;7284;38.38;74.82;4.51;8;Fixed;35.38;387;0.05951811;1.394806924181272
980;Digital Marketing;Fiverr;Beginner;UK;PayPal;215;2530;57.5;79.84;3.79;54;Hourly;67.68;79;0.27212849441733644;-1.119386363
981;Customer Support;Upwork;Intermediate;Europe;Bank Transfer;76;9579;66;66.71;4.18;36;Hourly;24.29;110;-0.829310782;0.6112756790743094
982;Data Entry;Freelancer;Intermediate;Canada;Mobile Banking;100;7526;44.39;88.55;4.32;84;Fixed;42.83;164;-1.482471128;0.462967073
983;Content Writing;Toptal;Intermediate;Europe;PayPal;88;7820;90.82;55.33;3.16;52;Hourly;66.07;381;2.204748413329069;0.21801581956184188
984;Digital Marketing;Freelancer;Expert;USA;Crypto;232;164;39.46;53.76;4.09;6;Hourly;22.61;444;0.9137111286450622;-0.25964455
985;App Development;Fiverr;Beginner;UK;Bank Transfer;240;618;16.88;86.41;4.42;28;Hourly;17.69;218;-1.423206189;-0.407802333
986;SEO;Upwork;Expert;UK;Crypto;297;9795;18.68;74.77;3.33;50;Hourly;71.86;4;-0.397540141;-0.394119011
987;Data Entry;Fiverr;Intermediate;Europe;PayPal;226;8001;89.63;84.42;4.56;38;Fixed;34.01;398;0.36554677185916695;2.3454238246747616
988;App Development;Toptal;Intermediate;USA;Mobile Banking;227;2739;98.86;71.74;4.17;30;Fixed;57.87;214;1.4046027834391899;0.048162209
989;Digital Marketing;Freelancer;Intermediate;Europe;Crypto;285;4640;32.45;62.32;4.9;81;Hourly;11.77;496;-0.842261623;1.8721931165511334
990;Digital Marketing;Fiverr;Intermediate;Australia;PayPal;225;3390;18.64;90.96;3.08;73;Fixed;58.3;194;-0.465839536;-1.0867516
991;Customer Support;Fiverr;Expert;UK;PayPal;220;3038;50.81;89.97;3.53;54;Hourly;32.13;465;0.23697394188393428;0.5921898719921104
992;App Development;Toptal;Beginner;UK;PayPal;235;3201;72.41;84.73;4.2;71;Fixed;13.9;490;-0.160420422;1.6034838890758885
993;SEO;Upwork;Beginner;Australia;Crypto;173;3065;63.18;63.61;3.59;46;Hourly;52.69;281;1.0452448869010305;-0.590046222
994;Content Writing;Fiverr;Intermediate;USA;PayPal;46;9063;95.36;79.51;4.43;28;Hourly;26.86;5;-0.886856267;0.6301359975289178
995;Data Entry;Toptal;Beginner;UK;Bank Transfer;262;6395;82.69;68.05;4.52;17;Fixed;37.08;378;0.9830680517291124;1.6819533998337488
996;Customer Support;Upwork;Intermediate;Asia;PayPal;200;3624;87.55;54.58;3.21;48;Hourly;15.64;299;0.8907402800116352;0.049736809252073924
997;Web Development;Upwork;Intermediate;Middle East;Bank Transfer;100;7888;56.46;95.87;4.03;44;Hourly;20.3;57;-1.826837138;0.3984907358163112
998;Graphic Design;Freelancer;Beginner;Middle East;Mobile Banking;18;1658;36.09;56.84;4.02;60;Hourly;30.86;336;-0.158092744;-1.054660675
999;Content Writing;Toptal;Intermediate;Middle East;Bank Transfer;117;609;71.66;97.51;3.74;60;Hourly;16.28;301;-0.650514615;-0.158521043
1000;Customer Support;Upwork;Beginner;Canada;Mobile Banking;81;6671;46.71;72.3;4.87;5;Fixed;73.76;101;0.1570439552332329;-0.395031837
1001;Data Entry;Freelancer;Intermediate;Asia;Mobile Banking;281;7176;32.34;59.26;4.66;69;Fixed;10.42;425;-0.909787883;1.9520163390033618
1002;App Development;PeoplePerHour;Beginner;Canada;Bank Transfer;164;5615;19.47;77.1;4.39;78;Fixed;43.87;47;-1.802340752;-0.489379704
1003;Digital Marketing;Toptal;Intermediate;USA;Mobile Banking;123;4485;55.15;93.65;4.43;70;Fixed;18.63;369;-1.180571956;1.0869138970488836
1004;App Development;PeoplePerHour;Beginner;Australia;Bank Transfer;165;5700;61.45;86.61;3.92;7;Hourly;31.54;410;0.4474693987418127;0.9751386002258076
1005;Customer Support;Upwork;Intermediate;Europe;Crypto;150;8853;59.03;90.33;4.84;53;Hourly;74.82;275;0.013532674244857516;1.3138525993461092
1006;Data Entry;Toptal;Intermediate;Asia;Mobile Banking;167;1931;16.07;82.94;4.39;17;Hourly;21.32;453;-0.564637671;0.24227218769835554
1007;App Development;Freelancer;Intermediate;USA;Bank Transfer;183;4219;59.15;84.61;4.46;59;Hourly;77.61;370;0.8660843062910301;0.457432271
1008;App Development;Upwork;Beginner;Europe;Mobile Banking;93;3913;21;92.46;4.72;9;Fixed;24.41;162;-1.726794156;-0.245236942
1009;Graphic Design;Toptal;Expert;USA;PayPal;227;7486;68.05;62.48;3.55;22;Fixed;61.91;331;1.6847945583854118;0.5240963387498258
1010;SEO;Toptal;Intermediate;Canada;Bank Transfer;270;3758;45.79;74.47;4.61;45;Fixed;48.27;431;0.4449986694815705;1.0071700974626816
1011;Customer Support;PeoplePerHour;Intermediate;Middle East;PayPal;243;1759;85.63;61.06;3.39;73;Hourly;71.91;450;2.4733305363135045;-0.137106593
1012;Graphic Design;Upwork;Beginner;Australia;Mobile Banking;38;7910;78.94;99.38;3.69;59;Hourly;48.78;495;0.511324475;1.3984649810751024
1013;Customer Support;Freelancer;Intermediate;Canada;Mobile Banking;171;1742;73.82;97.2;3.67;80;Hourly;47.42;195;-0.254323016;-0.431241555
1014;Web Development;Freelancer;Intermediate;Australia;Crypto;129;9487;71.57;51.97;4.96;13;Hourly;23.68;376;0.32803959116496345;1.9597248730294956
1015;Web Development;Upwork;Intermediate;Asia;Bank Transfer;228;175;58.25;85.28;4.71;83;Fixed;21.64;435;-0.611164017;0.8735458561954426
1016;Graphic Design;Upwork;Intermediate;Europe;PayPal;154;1249;10.81;96.26;4.4;12;Fixed;74.15;364;0.2660304185875443;-0.773773565
1017;Content Writing;Fiverr;Expert;USA;Crypto;193;6142;67.27;59.03;4.45;36;Fixed;32.95;323;0.4030845009682636;0.9861346510926554
1018;Content Writing;PeoplePerHour;Expert;UK;Mobile Banking;47;2761;49.36;78.4;4.12;10;Hourly;36.05;131;-0.4243327;-1.118616668
1019;App Development;Upwork;Intermediate;UK;Mobile Banking;33;9232;49.61;95.77;4.89;16;Fixed;63.19;422;0.073309891;1.5104639487017062
1020;App Development;Upwork;Intermediate;Australia;Crypto;124;9763;41.01;51.7;3.99;19;Hourly;33.72;404;0.5183320268469193;1.0569622170548725
1021;Digital Marketing;Fiverr;Intermediate;Middle East;PayPal;35;6278;93.26;84.87;3.76;6;Fixed;76.64;491;2.4214153587159988;0.5870597143512615
1022;Web Development;Fiverr;Expert;Middle East;Mobile Banking;185;6045;28.7;64.87;3.33;4;Fixed;61.65;65;0.4372407377404931;-1.369038206
1023;Customer Support;Toptal;Expert;Australia;Mobile Banking;166;8232;35.08;96.22;4.57;30;Hourly;51.82;399;-0.374078562;1.514594568502183
1024;Digital Marketing;Freelancer;Beginner;Canada;Bank Transfer;132;5552;96.49;98.55;4.47;46;Hourly;71.66;390;1.1270525171186512;1.240943185138838
1025;Web Development;PeoplePerHour;Beginner;UK;Crypto;259;5810;81.96;97.21;3.77;27;Hourly;13.47;82;-0.945828183;0.7739937047949211
1026;Graphic Design;Toptal;Intermediate;Canada;Mobile Banking;298;5632;6.34;73.71;3.05;45;Fixed;27.99;490;0.064999499;0.5389198829237736
1027;Content Writing;Upwork;Intermediate;Europe;PayPal;258;2548;91.08;93.1;4.68;85;Fixed;42.55;480;0.4109800778877557;1.804048239129943
1028;App Development;Fiverr;Expert;UK;Bank Transfer;134;2615;26.53;92.23;3.02;37;Fixed;25.89;264;-0.678879472;-0.971524181
1029;Content Writing;Freelancer;Intermediate;Europe;Crypto;16;7039;72.06;65.96;4.41;9;Fixed;62.07;228;0.8951175410641073;-0.06310495
1030;Graphic Design;Toptal;Intermediate;USA;PayPal;39;4840;57.54;91.45;4.94;61;Hourly;74.34;272;-0.130653655;0.16812216509498534
1031;Digital Marketing;Freelancer;Expert;Canada;Mobile Banking;202;5074;56;51.85;3.88;35;Fixed;39.66;218;0.561575139;-0.192426109
1032;Digital Marketing;Fiverr;Expert;Australia;Crypto;252;8357;73.2;79.81;3.47;47;Hourly;33.95;224;0.074530354;1.0582382606752296
1033;Data Entry;Toptal;Expert;UK;Crypto;114;1081;24.68;61.5;4.41;21;Fixed;77.31;112;0.4752387012018803;-2.060527229
1034;App Development;Toptal;Expert;Canada;PayPal;249;1291;20.11;56.03;4.63;17;Hourly;41.14;139;-0.296374905;-1.013507286
1035;App Development;Freelancer;Beginner;Australia;Crypto;254;1792;66.93;53.85;4.09;55;Hourly;44.23;184;0.6308264429613112;-0.538405351
1036;Customer Support;Fiverr;Expert;USA;PayPal;167;5759;32.61;84.81;4.93;88;Fixed;34.62;172;-1.972872313;0.6661574582946916
1037;App Development;Upwork;Expert;UK;Mobile Banking;52;6049;97.53;66.99;3.1;6;Fixed;73.67;375;2.8002226563490016;-0.324605626
1038;Web Development;Toptal;Intermediate;Europe;Bank Transfer;75;4140;47.89;86.24;4.01;35;Hourly;49.83;10;-0.861708989;-1.222715666
1039;Digital Marketing;Upwork;Intermediate;USA;PayPal;138;8210;15.6;53.27;4.44;50;Fixed;63.35;396;0.3636731919229912;0.4993871108499985
1040;Graphic Design;Fiverr;Intermediate;Middle East;Bank Transfer;243;6933;70.15;65.76;4.73;37;Hourly;66.83;158;0.5990589997340536;0.6623638698176761
1041;Digital Marketing;Toptal;Beginner;Australia;Crypto;72;5179;34.09;76.97;3.36;13;Fixed;33.93;204;-0.260652427;-0.905032942
1042;Content Writing;Toptal;Expert;UK;PayPal;282;4453;19.12;89.54;4.6;25;Fixed;40.36;229;-0.988643766;0.464333995
1043;Web Development;Upwork;Expert;UK;Mobile Banking;36;6627;45.17;65.94;4.11;1;Fixed;69.39;25;0.2699439190937233;-1.329398708
1044;App Development;PeoplePerHour;Beginner;Asia;PayPal;127;4947;96.6;81.29;3.79;49;Fixed;35.43;318;0.6247875165342671;0.6774168044994591
1045;Customer Support;Upwork;Expert;Asia;PayPal;26;213;44.09;94.3;3.26;35;Fixed;65.58;158;0.23417099915024622;-2.316018253
1046;Customer Support;Upwork;Intermediate;USA;PayPal;159;3360;38;80.79;4.73;83;Hourly;75.87;277;-0.113187146;-0.138131976
1047;Customer Support;PeoplePerHour;Beginner;UK;Bank Transfer;114;3438;47.23;61.65;3.31;53;Fixed;53.62;389;1.132371633121468;-0.724730386
1048;SEO;Fiverr;Expert;Australia;Bank Transfer;275;1045;6.15;51.22;3.62;52;Hourly;61.91;147;0.2896815551887878;-1.939441846
1049;Data Entry;Fiverr;Beginner;USA;Crypto;119;6211;17.64;93.5;3.58;54;Hourly;66.36;468;0.22571501543317674;0.21343532442322483
1050;Web Development;Toptal;Beginner;Europe;Crypto;224;1927;85.72;51.06;4.74;76;Hourly;69.15;265;1.380638775600028;-0.027653789
1051;Content Writing;Freelancer;Expert;USA;Crypto;234;8153;97.91;93.74;4.35;47;Fixed;37.65;82;-0.547521009;1.4192794745669106
1052;App Development;Freelancer;Intermediate;USA;Crypto;256;3314;20;76.45;4.59;43;Hourly;13.59;418;-0.993624451;0.9693033998279307
1053;Content Writing;Toptal;Expert;Europe;PayPal;253;1398;55.87;96.95;3.5;20;Hourly;38.13;25;-0.514187538;-1.116461865
1054;Content Writing;Freelancer;Expert;Middle East;Bank Transfer;13;2301;96.8;89.94;4.25;33;Hourly;57.16;70;0.22132040741070583;-0.996419832
1055;App Development;Upwork;Intermediate;Asia;Bank Transfer;38;7340;19.88;99.9;4.14;16;Hourly;41.52;36;-1.853970772;-0.60449673
1056;Content Writing;Upwork;Expert;Australia;Bank Transfer;232;9835;22.7;67.54;4.67;78;Hourly;62.43;391;-0.238979151;1.6220739282148786
1057;Customer Support;PeoplePerHour;Expert;Middle East;Bank Transfer;77;8068;93.05;88.36;4.81;7;Hourly;34.99;132;-0.39822804;1.114598177
1058;Graphic Design;PeoplePerHour;Expert;Middle East;Crypto;216;6640;72.04;70.1;3.02;70;Fixed;54.43;427;1.4411806650876633;0.6470770517987223
1059;Data Entry;Toptal;Beginner;Middle East;PayPal;76;7708;19.44;73.99;4.35;21;Hourly;23.05;483;-0.556161132;1.116347036246733
1060;SEO;Toptal;Beginner;Asia;Bank Transfer;62;482;42.38;81.38;3.1;36;Hourly;62.46;125;0.40006305005122805;-2.477657929
1061;Content Writing;Toptal;Beginner;Canada;Mobile Banking;224;5793;10.35;93.68;4.1;86;Fixed;48.2;114;-1.905257925;-0.129113321
1062;Content Writing;Upwork;Expert;Asia;PayPal;279;5297;46.1;99.2;3.58;54;Hourly;24.28;91;-1.453143304;0.22503839952413537
1063;Digital Marketing;Freelancer;Intermediate;Middle East;Mobile Banking;253;7765;78.9;88.41;3.61;19;Fixed;30.43;241;0.19626465683123492;1.2189594772524353
1064;Data Entry;Toptal;Beginner;Canada;PayPal;20;3867;57.63;70.89;3.71;25;Fixed;62.4;450;1.514695722322933;-0.467928995
1065;Web Development;Toptal;Intermediate;Europe;PayPal;79;1120;66.51;71.07;4.24;67;Hourly;43.78;486;0.7789819675773008;0.038554961
1066;Data Entry;Upwork;Expert;Asia;PayPal;110;4650;36.05;86.88;3.67;53;Hourly;25.12;199;-1.196431998;-0.359556951
1067;Data Entry;Upwork;Beginner;Australia;Mobile Banking;140;8356;20.33;61.94;4.47;75;Fixed;77.71;206;-0.213120262;-0.022303642
1068;App Development;Upwork;Expert;Middle East;Bank Transfer;78;9681;6.25;55.52;3.81;48;Fixed;60.06;116;-0.606791763;-0.750132481
1069;App Development;Freelancer;Intermediate;UK;Bank Transfer;258;1044;83.02;67.73;3.14;42;Fixed;77;218;2.2053265;-1.235698833
1070;App Development;Toptal;Beginner;Europe;Mobile Banking;22;4368;65.48;64.36;4.57;47;Fixed;39.9;304;0.10221160455702138;0.022761366962758448
1071;SEO;Fiverr;Beginner;Canada;Bank Transfer;47;4781;26.79;64.82;3.57;42;Hourly;43.26;242;-0.162579457;-1.087421903
1072;Customer Support;Fiverr;Beginner;Asia;Crypto;54;6118;44.75;61.68;3.87;2;Fixed;72.86;291;1.3979411357981164;-0.741373385
1073;Data Entry;Toptal;Beginner;Australia;Bank Transfer;7;7720;81.14;52.1;4.37;6;Fixed;46.75;463;1.6696352485923291;0.9005296752697316
1074;SEO;Toptal;Intermediate;USA;Crypto;236;4817;56.18;50.89;3.66;46;Fixed;59.51;281;1.3477740826007747;-0.276453984
1075;Content Writing;Toptal;Beginner;Australia;Crypto;223;1007;33.52;99.39;3.11;66;Hourly;27.65;300;-0.732694271;-0.607260486
1076;App Development;Toptal;Expert;Australia;Crypto;63;8337;30.38;71.39;3.75;81;Fixed;41.27;316;-0.712622704;0.30249413757875077
1077;Content Writing;Freelancer;Beginner;Middle East;Mobile Banking;288;2204;25.67;69.22;4.89;40;Fixed;18.64;171;-1.362731024;0.12697439949493192
1078;App Development;Fiverr;Intermediate;Middle East;Bank Transfer;68;681;83.25;83.98;4.28;58;Hourly;24.42;387;0.048375486;0.1569183528896704
1079;Graphic Design;PeoplePerHour;Beginner;Asia;Bank Transfer;74;9943;60.28;60.91;4.34;78;Hourly;10.07;75;-1.823023753;0.8075985954202352
1080;SEO;Fiverr;Intermediate;Asia;Mobile Banking;146;6095;72.37;97.5;4.26;74;Fixed;12.75;208;-1.618646205;1.1818227162374442
1081;SEO;Fiverr;Intermediate;Canada;Mobile Banking;206;747;86.71;89.32;3.4;33;Fixed;78.41;313;2.042877609290847;-0.742681591
1082;Customer Support;Upwork;Expert;Asia;Bank Transfer;211;81;98.75;54.47;3.84;62;Fixed;26.96;104;0.5428273265018884;-0.883794872
1083;Web Development;Toptal;Beginner;Canada;Mobile Banking;225;6259;28.7;70.88;4.5;12;Hourly;56.43;491;0.8579520340873321;1.0901805785555458
1084;Digital Marketing;Toptal;Beginner;Middle East;Mobile Banking;250;4924;22.19;93.96;3.2;49;Hourly;68.74;25;-0.544693487;-1.273783392
1085;Data Entry;Toptal;Beginner;Middle East;Crypto;85;5612;48.89;97.24;3.56;88;Fixed;48.55;350;-0.50135856;0.2533983517572483
1086;Web Development;Upwork;Expert;UK;Mobile Banking;255;8790;8.33;73.37;3.55;78;Fixed;20.72;78;-2.101088071;0.18636052211312437
1087;SEO;Freelancer;Expert;UK;Crypto;55;2298;80.21;80.67;3.86;5;Fixed;60.97;499;2.054456874791768;-0.088871297
1088;Web Development;Freelancer;Intermediate;Europe;PayPal;289;6242;88.96;58.35;4.96;51;Hourly;52.02;481;1.5011066035783471;2.208071244300555
1089;Graphic Design;PeoplePerHour;Intermediate;Middle East;Crypto;208;9945;70.17;99.56;3.14;69;Fixed;61.19;127;-0.17722807;0.6495691934559406
1090;Digital Marketing;Freelancer;Intermediate;USA;Crypto;29;6456;30.46;61.58;4.04;32;Fixed;63.88;412;0.8349144834157629;-0.227848285
1091;Customer Support;Freelancer;Expert;UK;Mobile Banking;45;1206;16.7;97.14;3.36;49;Hourly;78.28;136;-0.252974261;-2.432886589
1092;SEO;Toptal;Expert;Canada;Bank Transfer;73;8585;41.3;82.48;4.94;60;Fixed;50.15;333;-0.807269534;1.2692765201281018
1093;SEO;Fiverr;Expert;Australia;PayPal;8;5345;84.17;80.39;3.23;46;Hourly;33.91;35;-0.329661968;-1.063097608
1094;Data Entry;Freelancer;Intermediate;Asia;PayPal;244;6204;38.04;75.63;3.81;68;Hourly;55.39;387;0.330207952;0.6917230030340995
1095;Customer Support;Freelancer;Expert;Asia;PayPal;35;2298;8.25;61.53;4.48;41;Fixed;14.79;58;-2.049922216;-1.591317316
1096;Customer Support;Upwork;Intermediate;Europe;Bank Transfer;121;9186;31.06;58.83;4.41;81;Hourly;72.82;229;-0.111159913;0.27458335612854634
1097;App Development;PeoplePerHour;Intermediate;UK;PayPal;199;3335;99.04;61.02;3.85;67;Hourly;18.36;420;0.9049415912048477;0.9948784178772491
1098;Digital Marketing;Upwork;Beginner;Australia;PayPal;94;9572;69.28;59.32;3.69;13;Fixed;32.95;123;0.1544663402814856;0.1972080192336723
1099;Graphic Design;Toptal;Beginner;Australia;Bank Transfer;182;2053;90.58;88.98;3.8;18;Hourly;67.1;87;1.0174501557568285;-0.916043371
1100;Content Writing;Fiverr;Beginner;UK;PayPal;149;3665;78.61;67.51;3.53;87;Hourly;51.81;336;0.9162525238396265;-0.076907864
1101;Web Development;PeoplePerHour;Intermediate;USA;Mobile Banking;206;3722;56.27;52.89;3.41;51;Fixed;37.55;140;0.36642670738353156;-0.923266502
1102;Customer Support;Upwork;Beginner;USA;Mobile Banking;207;7508;19.13;98.46;3.97;36;Fixed;43.14;403;-0.634045447;1.1263353676148993
1103;Data Entry;Freelancer;Beginner;Europe;Crypto;28;2205;38.12;94.19;3.54;81;Fixed;69.82;272;-0.110432715;-1.349209447
1104;SEO;Freelancer;Beginner;USA;Crypto;109;3529;60.46;96.39;3.57;34;Fixed;33.8;50;-0.89871601;-0.919926495
1105;Content Writing;PeoplePerHour;Expert;Europe;Crypto;279;101;87.71;99.75;4.31;12;Fixed;70.88;474;2.020536817625011;0.6414984544967548
1106;Graphic Design;Freelancer;Intermediate;Canada;Mobile Banking;64;2209;30.52;58.69;4.94;5;Hourly;16.17;54;-1.367790809;-1.140992081
1107;Digital Marketing;Upwork;Beginner;UK;Mobile Banking;19;4440;16.52;69.81;4.21;48;Hourly;64.38;416;0.2653511436524495;-0.579789234
1108;Customer Support;Upwork;Expert;Australia;Mobile Banking;89;3701;58.09;87.91;3.15;40;Hourly;69.33;404;1.3770276377253927;-0.589968102
1109;Web Development;Freelancer;Expert;Europe;Crypto;201;7406;21.77;84.8;3.15;13;Hourly;22.73;336;-0.41694991;0.40966086578196903
1110;Customer Support;Freelancer;Expert;Asia;Crypto;239;2162;62.98;57.69;4.9;26;Hourly;40.12;149;0.15481753454156838;-0.150583651
1111;Data Entry;Toptal;Beginner;USA;Crypto;267;5815;30.03;90.79;3.59;14;Fixed;21.58;152;-1.05953573;0.15305682223870984
